FATALITIES,injuries,lat,lng,ped,bike
0,1,47.64614703,-122.349741,1,0
0,2,47.61526498,-122.3417749,1,0
0,1,47.65751505,-122.3183012,1,0
0,1,47.67218409,-122.3376201,1,0
0,1,47.52828518,-122.3766367,1,0
0,1,47.61682117,-122.3374661,1,0
0,1,47.66126195,-122.3119933,1,0
0,2,47.6106779,-122.335574,1,0
0,1,47.63359097,-122.3405254,1,0
0,1,47.64847282,-122.3767594,1,0
0,1,47.60651793,-122.3271662,1,0
0,1,47.61213646,-122.3353731,1,0
0,1,47.60919251,-122.3302053,1,0
0,1,47.52102178,-122.3658942,1,0
0,2,47.53909826,-122.2874449,1,0
0,1,47.61848878,-122.325633,1,0
0,1,47.59874559,-122.3315792,1,0
0,1,47.56074768,-122.2870268,1,0
0,1,47.71958391,-122.3491258,1,0
0,1,47.58119534,-122.3865458,1,0
0,1,47.59749957,-122.3172267,1,0
0,1,47.55865699,-122.2857943,1,0
0,1,47.61521875,-122.3255288,1,0
0,1,47.53855215,-122.3610147,1,0
0,1,47.69695499,-122.363364,1,0
0,1,47.60485688,-122.3264167,1,0
0,1,47.5992779,-122.3027612,1,0
0,1,47.62147563,-122.3436798,1,0
0,1,47.6709122,-122.3847425,1,0
1,0,47.66126937,-122.3131297,1,0
0,1,47.55089034,-122.2968809,1,0
0,0,47.64639608,-122.3046141,1,0
0,1,47.54264941,-122.2963597,1,0
0,0,47.63972702,-122.3258915,1,0
0,0,47.65164866,-122.3518438,1,0
0,1,47.52188998,-122.3306467,1,0
0,1,47.60618118,-122.3115545,1,0
0,1,47.56282752,-122.2947572,1,0
0,1,47.59582498,-122.3192154,1,0
0,0,47.67582933,-122.3173632,1,0
0,1,47.52075753,-122.2700021,1,0
0,0,47.61021404,-122.3366834,1,0
0,1,47.62321895,-122.3410556,1,0
0,0,47.60974973,-122.3377929,1,0
0,1,47.66495773,-122.3207029,1,0
0,1,47.62715947,-122.3475499,1,0
0,1,47.60872442,-122.3402442,1,0
0,1,47.54778493,-122.3094033,1,0
0,1,47.55339933,-122.3295514,1,0
0,1,47.54468257,-122.376445,1,0
0,1,47.6129174,-122.3141674,1,0
0,1,47.6758521,-122.3200531,1,0
0,1,47.5346718,-122.2699903,1,0
0,1,47.6056239,-122.3340191,1,0
0,1,47.61106822,-122.3426125,1,0
0,1,47.66128458,-122.3154424,1,0
0,0,47.69418567,-122.344565,1,0
0,1,47.61860207,-122.3554531,1,0
0,1,47.60004611,-122.3359108,1,0
0,1,47.66495773,-122.3207029,1,0
0,1,47.61207057,-122.3322441,1,0
0,1,47.62316241,-122.3342792,1,0
0,1,47.64396127,-122.3040975,1,0
0,1,47.60169182,-122.3158572,1,0
0,1,47.6055547,-122.3247493,1,0
0,1,47.59919492,-122.327667,1,0
0,1,47.546409,-122.3706185,1,0
0,1,47.56305723,-122.3761903,1,0
0,1,47.67091054,-122.3833869,1,0
0,1,47.59918906,-122.3172228,1,0
0,4,47.62327152,-122.3554146,1,0
0,1,47.61260646,-122.3452133,1,0
0,2,47.61393023,-122.3278046,1,0
0,1,47.60928514,-122.3389037,1,0
0,1,47.6981696,-122.3446123,1,0
0,1,47.61207057,-122.3322441,1,0
0,1,47.6106811,-122.341958,1,0
0,1,47.65031632,-122.3889313,1,0
0,0,47.65252487,-122.3115274,1,0
0,1,47.60974973,-122.3377929,1,0
0,1,47.53168582,-122.288417,1,0
0,0,47.62458062,-122.3560586,1,0
0,1,47.61061829,-122.3408991,1,0
0,1,47.61992718,-122.3182339,1,0
0,1,47.60819781,-122.3302243,1,0
0,1,47.66492767,-122.3163345,1,0
0,1,47.61990775,-122.3208729,1,0
0,1,47.71943688,-122.3161738,1,0
0,1,47.70133307,-122.3242643,1,0
0,2,47.70140938,-122.3353931,1,0
0,1,47.72100615,-122.292494,1,0
0,1,47.64316092,-122.3037762,1,0
0,1,47.59920079,-122.3315777,1,0
0,1,47.57134692,-122.3134108,1,0
0,1,47.68329577,-122.3511574,1,0
0,2,47.72323367,-122.3555467,1,0
0,1,47.62599273,-122.3663982,1,0
0,1,47.67581493,-122.315658,1,0
0,1,47.70505121,-122.3446941,1,0
0,1,47.6487836,-122.3234362,1,0
0,1,47.58690986,-122.3046833,1,0
0,1,47.61024514,-122.3382462,1,0
0,1,47.66867103,-122.3788843,1,0
0,2,47.6106779,-122.335574,1,0
0,1,47.61858417,-122.3508597,1,0
0,1,47.60530451,-122.3229892,1,0
0,1,47.65945595,-122.3177517,1,0
0,1,47.6486571,-122.3552447,1,0
0,1,47.67091421,-122.3861629,1,0
0,1,47.61670793,-122.3268036,1,0
0,2,47.60169516,-122.3178232,1,0
0,1,47.71848074,-122.3555339,1,0
0,1,47.68197099,-122.3444878,1,0
0,1,47.61522806,-122.3239461,1,0
0,1,47.60348389,-122.3320622,1,0
0,1,47.66138633,-122.3385635,1,0
0,1,47.61635383,-122.3515499,1,0
0,1,47.73303741,-122.3127363,1,0
0,1,47.61073638,-122.343049,1,0
0,1,47.5935043,-122.383398,1,0
0,1,47.60974973,-122.3377929,1,0
0,1,47.6055547,-122.3247493,1,0
0,1,47.62328138,-122.3580261,1,0
0,1,47.63147292,-122.3746629,1,0
0,1,47.62982979,-122.2868133,1,0
0,1,47.56767503,-122.2970062,1,0
0,1,47.56409504,-122.2881859,1,0
0,1,47.61097748,-122.3167791,1,0
0,1,47.60978057,-122.339357,1,0
0,1,47.58549756,-122.3036048,1,0
0,1,47.59918458,-122.321737,1,0
0,1,47.61707676,-122.3268197,1,0
0,1,47.66497537,-122.3228626,1,0
0,1,47.64217152,-122.3983095,1,0
0,1,47.61292129,-122.3049495,1,0
0,0,47.56794838,-122.2892436,1,0
0,1,47.66129196,-122.3165789,1,0
0,1,47.61990775,-122.3208729,1,0
1,0,47.5546925,-122.3762683,1,0
0,1,47.60612176,-122.3375443,1,0
0,1,47.69421295,-122.353969,1,0
0,0,47.60980237,-122.3240287,1,0
0,1,47.52329327,-122.2645553,1,0
0,1,47.63972702,-122.3258915,1,0
0,1,47.61844935,-122.3292921,1,0
0,1,,,1,0
0,1,47.65622545,-122.3144186,1,0
0,1,47.60969572,-122.3412062,1,0
0,1,47.59919591,-122.3283193,1,0
1,0,47.61116908,-122.3207602,1,0
0,1,47.7176418,-122.2962014,1,0
0,1,47.66490072,-122.3130742,1,0
0,1,47.66050997,-122.3009061,1,0
0,1,47.61972583,-122.3438891,1,0
0,1,47.60648349,-122.3225297,1,0
0,0,47.70007065,-122.3446349,1,0
1,0,47.68983599,-122.3445182,1,0
0,1,47.60658579,-122.3364342,1,0
0,1,47.6146958,-122.3487461,1,0
0,0,47.60088318,-122.3341815,1,0
0,1,47.70239957,-122.3607427,1,0
0,1,47.59919492,-122.327667,1,0
0,0,47.53416796,-122.2699868,1,0
0,1,47.72322293,-122.3503615,1,0
0,1,47.63959741,-122.3609308,1,0
0,2,47.6261432,-122.320223,1,0
0,1,47.55014223,-122.376338,1,0
0,3,47.66030507,-122.3473364,1,0
0,1,47.70133872,-122.3250414,1,0
0,1,47.68030956,-122.3485833,1,0
0,1,47.5903124,-122.3351195,1,0
0,1,47.62481304,-122.3436522,1,0
0,1,47.60127682,-122.3195417,1,0
0,1,47.72845001,-122.3099847,1,0
0,1,47.71957221,-122.3449368,1,0
0,2,47.5713782,-122.3535602,1,0
0,1,47.61247232,-122.328005,1,0
0,0,47.6016673,-122.3023388,1,0
0,1,47.62722135,-122.332799,1,0
0,1,47.57815338,-122.3866664,1,0
0,1,47.66309179,-122.3131018,1,0
0,1,47.61848878,-122.325633,1,0
0,1,47.66133335,-122.3229563,1,0
0,1,47.62579577,-122.3386346,1,0
0,1,47.61524514,-122.3194655,1,0
0,4,47.53891253,-122.2937531,1,0
0,2,47.59835485,-122.3270193,1,0
0,2,47.71938783,-122.3555377,1,0
0,1,47.65620565,-122.3121264,1,0
0,0,47.60658579,-122.3364342,1,0
0,1,47.6086926,-122.3337568,1,0
0,0,47.60779445,-122.33754,1,0
0,1,47.65123294,-122.3626677,1,0
0,1,47.67579369,-122.3131312,1,0
1,0,47.55570117,-122.3869351,1,0
0,1,47.67902786,-122.3248284,1,0
0,1,47.59919492,-122.327667,1,0
0,1,47.66716211,-122.3762169,1,0
0,2,47.62458759,-122.3580157,1,0
0,1,47.71234039,-122.3535218,1,0
0,0,47.60276918,-122.3314085,1,0
0,1,47.58829461,-122.3798231,1,0
0,1,47.61213646,-122.3353731,1,0
0,1,47.62087408,-122.3384654,1,0
0,2,47.72212543,-122.3126666,1,0
0,1,47.62457825,-122.3554039,1,0
0,1,47.59031216,-122.3341955,1,0
0,1,47.61853184,-122.3378852,1,0
0,1,47.60165452,-122.2959872,1,0
0,1,47.61288924,-122.3167334,1,0
0,1,47.50118037,-122.2479687,1,0
0,1,47.64864618,-122.3929003,1,0
0,0,47.69241639,-122.3546376,1,0
0,1,47.63672132,-122.374993,1,0
0,1,47.51347299,-122.2644818,1,0
0,1,47.67981702,-122.3257129,1,0
0,1,47.61296336,-122.3207624,1,0
0,1,47.60658579,-122.3364342,1,0
0,1,47.59749957,-122.3172267,1,0
0,1,47.53795417,-122.3610919,1,0
0,2,47.69059895,-122.355974,1,0
0,1,47.62089317,-122.3436846,1,0
0,1,47.61156268,-122.3167789,1,0
0,1,47.62210836,-122.3567293,1,0
0,1,47.66788751,-122.372173,1,0
0,1,47.59515255,-122.2877901,1,0
0,0,47.60444647,-122.3344772,1,0
0,1,47.6275736,-122.3696989,1,0
0,1,47.65551366,-122.3736108,1,0
0,1,47.53405084,-122.3364915,1,0
0,0,47.61337517,-122.346513,1,0
0,1,47.60565887,-122.3027972,1,0
0,1,47.67548736,-122.3983736,1,0
0,1,47.60352506,-122.3197143,1,0
0,1,47.59919689,-122.3289675,1,0
0,1,47.61407567,-122.3207804,1,0
0,1,47.61298991,-122.3458616,1,0
0,2,47.61408851,-122.3255142,1,0
0,1,47.66852575,-122.300619,1,0
0,3,47.60203652,-122.3291899,1,0
0,1,47.60171616,-122.3302648,1,0
0,1,47.62199958,-122.3230763,1,0
0,1,47.58397886,-122.3341988,1,0
0,1,47.62137508,-122.3024812,1,0
0,1,47.54397625,-122.3872247,1,0
0,1,47.70504761,-122.342003,1,0
0,1,47.72503418,-122.3449968,1,0
0,1,47.60218365,-122.3141795,1,0
0,1,47.63472622,-122.2795786,1,0
0,1,,,1,0
0,1,47.67579879,-122.3137421,1,0
0,1,47.57557557,-122.334203,1,0
0,1,47.61673276,-122.3074092,1,0
0,1,47.70862872,-122.3286343,1,0
0,1,47.61021404,-122.3366834,1,0
0,1,47.61849674,-122.3278535,1,0
0,1,47.60882096,-122.3400134,1,0
0,1,47.67578349,-122.2902734,1,0
0,1,47.53890677,-122.2707264,1,0
0,1,47.66834599,-122.2765908,1,0
0,1,47.56888238,-122.2899229,1,0
0,1,47.61372707,-122.3391736,1,0
0,1,47.71929617,-122.2984483,1,0
0,1,47.53644522,-122.270155,1,0
0,1,47.55925332,-122.3814567,1,0
0,1,47.60398224,-122.3355865,1,0
0,1,47.60922111,-122.3357752,1,0
0,1,47.53154302,-122.2783035,1,0
0,2,47.65894425,-122.3647161,1,0
0,1,47.61528336,-122.337837,1,0
0,1,47.60617557,-122.3027771,1,0
0,1,47.60779445,-122.33754,1,0
0,1,47.62214027,-122.3626951,1,0
0,1,47.71512975,-122.3125336,1,0
0,1,47.66642828,-122.3119162,1,0
0,0,47.67598546,-122.3821275,1,0
0,1,47.57981114,-122.3342008,1,0
0,1,47.69958313,-122.3350641,1,0
0,1,47.66129874,-122.3176382,1,0
0,1,47.62291347,-122.3636233,1,0
0,1,47.61858192,-122.3503553,1,0
0,1,47.61403982,-122.3456535,1,0
0,0,47.68747416,-122.3175656,1,0
0,1,47.62597542,-122.321315,1,0
0,1,47.60974973,-122.3377929,1,0
0,1,47.61528336,-122.337837,1,0
0,1,47.49625199,-122.2600944,1,0
0,1,47.61971505,-122.3291351,1,0
0,1,47.61707676,-122.3268197,1,0
0,1,47.69492261,-122.3175942,1,0
0,1,47.61445724,-122.3298224,1,0
0,0,47.59920079,-122.3315777,1,0
0,1,47.65437658,-122.3133104,1,0
0,1,47.62048728,-122.3073505,1,0
0,1,47.66692039,-122.3608013,1,0
0,1,47.57876913,-122.3290571,1,0
0,1,47.72321838,-122.3481953,1,0
0,1,47.66129196,-122.3165789,1,0
0,1,47.62198807,-122.3209062,1,0
0,1,47.61428795,-122.3361548,1,0
0,1,47.61873954,-122.3208545,1,0
0,1,47.59980258,-122.3022349,1,0
0,1,47.62457825,-122.3554039,1,0
0,1,47.54468257,-122.376445,1,0
0,1,47.61346582,-122.3289131,1,0
0,1,47.60658579,-122.3364342,1,0
0,3,47.60633942,-122.32075,1,0
0,1,47.61996443,-122.3131134,1,0
0,1,47.55157241,-122.3200834,1,0
0,1,47.70468772,-122.3446898,1,0
0,1,47.70505326,-122.3453665,1,0
0,1,47.61715419,-122.3370359,1,0
0,1,47.72122255,-122.3126707,1,0
0,1,47.60398224,-122.3355865,1,0
0,1,47.69020301,-122.2907139,1,0
0,1,47.73324859,-122.2965258,1,0
0,1,47.60791098,-122.3238345,1,0
0,1,47.61855216,-122.3428872,1,0
0,2,47.62457552,-122.3540985,1,0
0,1,47.6591028,-122.3661185,1,0
0,0,47.61808643,-122.3041593,1,0
0,3,47.52330258,-122.2681609,1,0
0,1,47.65894425,-122.3647161,1,0
0,1,47.62016556,-122.3011177,1,0
0,1,47.66866537,-122.3735885,1,0
0,1,47.67658126,-122.3156701,1,0
0,1,47.69420914,-122.352639,1,0
0,1,47.64314268,-122.2985807,1,0
0,1,47.56466116,-122.3725623,1,0
0,1,47.615282,-122.3142424,1,0
0,1,47.52658979,-122.3832162,1,0
0,1,47.66642828,-122.3119162,1,0
0,1,47.70978936,-122.3178713,1,0
0,1,47.56052257,-122.3105895,1,0
0,1,47.58617012,-122.3290623,1,0
0,1,47.51828011,-122.3645619,1,0
0,2,47.60441291,-122.3298416,1,0
0,0,47.62719239,-122.3566896,1,0
0,1,47.64396127,-122.3040975,1,0
0,1,47.59241154,-122.3313311,1,0
0,1,47.66127187,-122.2688491,1,0
0,1,47.63474198,-122.3650155,1,0
0,1,47.69241844,-122.3553208,1,0
0,1,47.61527767,-122.3114619,1,0
0,1,47.61849176,-122.330723,1,0
0,1,47.69670563,-122.3875666,1,0
0,1,47.60721842,-122.3207524,1,0
0,2,47.66366435,-122.3761234,1,0
0,1,47.61294137,-122.3020658,1,0
0,1,47.64566269,-122.3762632,1,0
0,1,47.61110909,-122.3328992,1,0
0,1,47.5497571,-122.2872522,1,0
0,1,47.61294141,-122.3027104,1,0
0,0,47.69418567,-122.344565,1,0
0,1,47.60800896,-122.30277,1,0
0,1,47.53368043,-122.3550324,1,0
0,1,47.61591389,-122.3296198,1,0
0,1,47.66366393,-122.3763204,1,0
0,1,47.69300247,-122.302753,1,0
0,1,47.7210914,-122.2941607,1,0
0,1,47.62583645,-122.3436235,1,0
0,0,47.55042527,-122.2772759,1,0
0,0,47.60799662,-122.2962543,1,0
0,1,47.61288924,-122.3167334,1,0
0,1,47.69586712,-122.3230636,1,0
0,1,47.61707676,-122.3268197,1,0
0,1,47.69636266,-122.3284388,1,0
0,0,47.58410033,-122.302555,1,0
0,1,47.68983279,-122.3633216,1,0
0,1,47.53891253,-122.2937531,1,0
0,1,47.70840906,-122.297947,1,0
0,1,47.68751646,-122.3121726,1,0
0,1,47.60398224,-122.3355865,1,0
0,1,47.61183729,-122.3439121,1,0
0,1,47.54605725,-122.2856311,1,0
0,1,47.59835189,-122.3250586,1,0
0,2,47.6060184,-122.3236412,1,0
0,1,47.66308365,-122.3119657,1,0
0,1,47.53540582,-122.2806428,1,0
0,1,47.61337517,-122.346513,1,0
0,1,47.61852044,-122.3127423,1,0
0,0,47.61467145,-122.336803,1,0
0,1,47.68637544,-122.3175464,1,0
0,0,47.6199673,-122.3127189,1,0
0,1,,,1,0
0,0,47.6731736,-122.3543748,1,0
0,1,47.62207494,-122.3475918,1,0
0,1,47.61849265,-122.326726,1,0
0,1,47.66138658,-122.3337178,1,0
0,1,47.61694494,-122.3327182,1,0
0,1,47.59239408,-122.328224,1,0
0,1,47.6143914,-122.3383143,1,0
0,1,47.60170997,-122.3263508,1,0
0,1,47.63838254,-122.3569266,1,0
0,1,47.60312537,-122.3317343,1,0
0,1,47.62545416,-122.3567027,1,0
0,1,47.59407194,-122.3101503,1,0
0,0,47.60169337,-122.3167819,1,0
0,1,47.62539318,-122.3397351,1,0
0,1,47.66138658,-122.3337178,1,0
0,1,47.66138658,-122.3337178,1,0
0,1,47.600931,-122.3359937,1,0
0,1,47.62971166,-122.3410074,1,0
0,0,47.68960369,-122.3364313,1,0
0,0,47.61258274,-122.3174184,1,0
0,1,47.6981696,-122.3446123,1,0
0,1,47.66250414,-122.3500312,1,0
0,1,47.61096395,-122.3404521,1,0
0,1,47.54925641,-122.3295808,1,0
0,1,47.60621255,-122.3207496,1,0
0,1,47.66937665,-122.3173639,1,0
0,2,47.62392852,-122.3567146,1,0
0,1,47.61521815,-122.3268042,1,0
0,1,47.66492767,-122.3163345,1,0
0,1,47.60323265,-122.3302975,1,0
0,1,47.65464695,-122.3765881,1,0
0,1,47.62048728,-122.3073505,1,0
0,2,47.72289907,-122.2931937,1,0
0,1,47.67590415,-122.3254368,1,0
0,1,47.71928183,-122.2957755,1,0
0,3,47.61316683,-122.3421927,1,0
0,1,47.61740971,-122.3267932,1,0
1,0,47.59919492,-122.327667,1,0
0,1,47.72379376,-122.2928414,1,0
0,1,47.62971166,-122.3410074,1,0
0,1,47.65414646,-122.3595319,1,0
0,1,47.62112275,-122.3143362,1,0
0,1,47.59749957,-122.3172267,1,0
0,1,47.72323367,-122.3555467,1,0
0,1,47.55010247,-122.3177543,1,0
0,1,47.60625024,-122.3230872,1,0
0,1,47.65216807,-122.3762063,1,0
0,2,47.71491193,-122.297816,1,0
0,1,47.73015084,-122.2965097,1,0
0,1,47.5836564,-122.3021986,1,0
0,1,47.53368043,-122.3550324,1,0
0,1,47.55372176,-122.3629631,1,0
0,1,47.61995563,-122.3143166,1,0
0,1,47.61570577,-122.327894,1,0
0,0,47.61873954,-122.3208545,1,0
0,1,47.60617557,-122.3027771,1,0
0,1,47.57436324,-122.3792246,1,0
0,1,47.6631058,-122.3152627,1,0
0,1,47.66906686,-122.3875819,1,0
0,1,47.57967346,-122.2991597,1,0
0,1,47.67581493,-122.315658,1,0
0,1,47.56282752,-122.2947572,1,0
0,1,47.54640468,-122.3627665,1,0
0,1,47.6143914,-122.3383143,1,0
0,1,47.632324,-122.3610235,1,0
0,1,47.60801681,-122.3223976,1,0
0,1,47.57967346,-122.2991597,1,0
0,3,47.61855414,-122.3433685,1,0
0,1,47.54757898,-122.3022995,1,0
0,1,47.67090128,-122.3762124,1,0
0,1,47.63954711,-122.3200629,1,0
0,1,47.61213646,-122.3353731,1,0
0,1,47.60170997,-122.3263508,1,0
0,1,47.60705029,-122.3353237,1,0
0,1,47.61876845,-122.3169099,1,0
0,1,47.61637859,-122.3285094,1,0
0,1,47.66292968,-122.3673948,1,0
0,1,47.53196293,-122.3241619,1,0
0,1,47.61119988,-122.3391195,1,0
0,1,47.60721842,-122.3207524,1,0
0,1,47.59648601,-122.3290462,1,0
0,1,47.66126195,-122.3119933,1,0
0,1,47.66865339,-122.366178,1,0
0,0,47.72100615,-122.292494,1,0
0,0,47.60276918,-122.3314085,1,0
0,2,47.67017143,-122.3762131,1,0
0,0,47.66129874,-122.3176382,1,0
0,2,47.59648601,-122.3290462,1,0
0,1,47.62140516,-122.3265822,1,0
0,2,47.63762012,-122.3433575,1,0
0,1,47.7057972,-122.3447064,1,0
0,1,47.6125019,-122.3430526,1,0
0,1,47.58200385,-122.3009381,1,0
0,1,47.5582535,-122.2852432,1,0
0,1,47.66642828,-122.3119162,1,0
0,1,47.69058707,-122.3526017,1,0
0,1,47.66126195,-122.3119933,1,0
0,1,47.57039161,-122.2919719,1,0
0,1,47.61076544,-122.3264443,1,0
0,1,47.52141079,-122.2699975,1,0
0,1,47.61260044,-122.3342624,1,0
0,1,47.61635383,-122.3515499,1,0
0,1,47.61613769,-122.3452349,1,0
0,1,47.61316683,-122.3421927,1,0
0,1,47.68315822,-122.3436013,1,0
0,1,47.6231342,-122.3265919,1,0
0,1,47.67235967,-122.3762111,1,0
0,1,47.607515,-122.3342135,1,0
0,1,47.60326856,-122.3349346,1,0
0,0,47.55123027,-122.2880957,1,0
0,1,47.60612176,-122.3375443,1,0
0,1,47.61049781,-122.3223656,1,0
0,1,47.6102668,-122.3229178,1,0
0,1,47.61966624,-122.3240113,1,0
0,1,47.61855017,-122.3424019,1,0
0,1,47.53012747,-122.3467669,1,0
0,0,47.59919492,-122.327667,1,0
0,1,47.53072864,-122.2807766,1,0
0,0,47.54468257,-122.376445,1,0
0,1,47.60617557,-122.3027771,1,0
0,1,47.65979512,-122.3131683,1,0
0,1,47.59874559,-122.3315792,1,0
0,1,47.61536892,-122.3439344,1,0
0,1,47.61521815,-122.3268042,1,0
0,1,47.60734183,-122.3418933,1,0
0,1,47.64025872,-122.3020723,1,0
0,1,47.69493094,-122.3189608,1,0
0,0,47.53540582,-122.2806428,1,0
0,1,47.66053088,-122.313149,1,0
0,1,47.66850835,-122.2834787,1,0
0,1,47.60170997,-122.3263508,1,0
0,1,47.64475646,-122.3839464,1,0
0,1,47.62457552,-122.3540985,1,0
0,1,47.563458,-122.2880114,1,0
0,1,47.71929176,-122.2978032,1,0
0,2,47.61190863,-122.3213515,1,0
1,0,47.60032113,-122.3022364,1,0
1,0,47.63762012,-122.3433575,1,0
0,1,47.59921894,-122.2962317,1,0
0,1,47.66466184,-122.3391302,1,0
0,0,47.61526498,-122.3417749,1,0
0,1,47.69056259,-122.3445219,1,0
0,2,47.66322204,-122.33642,1,0
0,1,47.60003602,-122.3289651,1,0
0,1,47.68277237,-122.3444844,1,0
0,3,47.59587259,-122.3095897,1,0
0,1,47.56348655,-122.2807484,1,0
0,1,47.6157522,-122.3445834,1,0
0,1,,,1,0
0,1,47.69672073,-122.3445951,1,0
0,1,47.70323798,-122.3433078,1,0
0,1,47.66451102,-122.320706,1,0
